df_index,stream,Zscore,district_rank,island_rank,al_year,sub1,sub1_r,sub2,sub2_r,sub3,sub3_r,cgt_r,ge_r,syllabus,birth_day,birth_month,birth_year,gender
170169,ARTS,1.4998,511 (NEW),5100,2020,GEOGRAPHY,A,HISTORY OF SRI LANKA & EUROPE,A,ISLAMIC CIVILIZATION,A,034,F,new,9,August,2001,female
170171,ARTS,1.5665,386 (NEW),4065,2020,POLITICAL SCIENCE,A,HISTORY OF SRI LANKA & EUROPE,A,ISLAMIC CIVILIZATION,A,044,S,new,2,December,2001,female
170488,COMMERCE,1.573,189 (NEW),3025,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,058,B,new,28,May,2001,female
170500,COMMERCE,1.5259,230 (NEW),3479,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,F,new,10,November,2001,male
170519,COMMERCE,1.5622,196 (NEW),3127,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,060,B,new,16,March,2001,female
170617,COMMERCE,1.4302,322 (NEW),4529,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,036,C,new,8,December,2001,female
171169,ARTS,1.2894,996 (NEW),9398,2020,GEOGRAPHY,A,ISLAMIC CIVILIZATION,A,ARABIC,A,026,C,new,7,May,2000,female
171170,ARTS,1.4434,638 (NEW),6134,2020,GEOGRAPHY,A,ISLAMIC CIVILIZATION,A,ARABIC,A,040,C,new,16,October,2000,female
171171,ARTS,1.5638,390 (NEW),4116,2020,GEOGRAPHY,A,ISLAMIC CIVILIZATION,A,ARABIC,A,054,B,new,25,December,2000,female
171208,ARTS,1.6022,339 (NEW),3632,2020,GEOGRAPHY,A,ISLAMIC CIVILIZATION,A,ARABIC,A,038,S,new,26,February,2000,female
171211,ARTS,1.5427,423 (NEW),4394,2020,GEOGRAPHY,A,ISLAMIC CIVILIZATION,A,ARABIC,A,044,S,new,29,May,2000,female
171248,ARTS,1.464,597 (NEW),5743,2020,GEOGRAPHY,A,ISLAMIC CIVILIZATION,A,ARABIC,A,040,S,new,21,December,2000,female
171265,ARTS,1.4469,629 (NEW),6061,2020,GEOGRAPHY,A,ISLAMIC CIVILIZATION,A,ARABIC,A,056,S,new,11,May,2000,female
171303,ARTS,1.4181,689 (NEW),6601,2020,GEOGRAPHY,A,ISLAMIC CIVILIZATION,A,ARABIC,A,046,S,new,17,May,2000,female
171340,ARTS,1.6238,316 (NEW),3357,2020,GEOGRAPHY,A,ISLAMIC CIVILIZATION,A,ARABIC,A,056,S,new,28,December,2000,female
171377,ARTS,1.561,396 (NEW),4157,2020,POLITICAL SCIENCE,A,ISLAM,A,ARABIC,A,046,F,new,12,August,2000,male
171423,COMMERCE,1.5053,246 (NEW),3690,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,064,S,new,14,January,2002,male
171729,COMMERCE,1.4974,259 (NEW),3793,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,058,C,new,28,November,2001,female
172586,ARTS,1.5007,510 (NEW),5084,2020,ECONOMICS,A,GEOGRAPHY,A,SINHALA,A,050,F,new,1,June,2001,female
172799,ARTS,1.4616,602 (NEW),5800,2020,GEOGRAPHY,A,HISTORY OF SRI LANKA & INDIA,A,SINHALA,A,048,S,new,4,September,2001,female
172901,ARTS,1.6652,266 (NEW),2885,2020,POLITICAL SCIENCE,A,HISTORY OF SRI LANKA & INDIA,A,SINHALA,A,032,F,new,29,July,2001,female
173115,ARTS,1.6652,266 (NEW),2885,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,030,S,new,1,September,2001,female
173517,ARTS,1.3399,870 (NEW),8250,2020,GEOGRAPHY,A,ORIENTAL MUSIC,A,SINHALA,A,046,F,new,30,December,2001,male
173836,COMMERCE,1.6329,83 (NEW),2534,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,064,A,new,6,August,2001,male
174116,COMMERCE,1.5058,119 (NEW),3682,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,A,new,6,April,2001,female
174117,COMMERCE,1.3818,162 (NEW),5118,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,062,B,new,27,September,2001,female
174137,ARTS,1.5622,129 (NEW),4140,2020,GEOGRAPHY,A,HISTORY OF SRI LANKA & EUROPE,A,SINHALA,A,050,S,new,1,November,2001,female
174152,COMMERCE,1.5721,102 (NEW),3037,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,050,S,new,26,September,2001,female
174164,ARTS,1.6837,82 (NEW),2651,2020,POLITICAL SCIENCE,A,COMMUNICATION & MEDIA STUDIES,A,SINHALA,A,046,B,new,10,March,2001,female
174178,COMMERCE,1.5803,95 (NEW),2949,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,S,new,25,May,2001,female
174234,ARTS,1.5007,157 (NEW),5084,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,SINHALA,A,046,C,new,1,January,2002,female
174268,COMMERCE,1.5775,98 (NEW),2980,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,044,S,new,25,July,2001,female
174307,COMMERCE,1.3972,155 (NEW),4941,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,B,new,23,September,2001,female
174321,COMMERCE,1.5486,103 (NEW),3275,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,064,A,new,7,July,2001,female
174723,COMMERCE,1.4996,123 (NEW),3767,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,054,S,new,24,May,2001,female
174741,COMMERCE,1.5783,96 (NEW),2971,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,060,C,new,7,June,2001,female
174824,ARTS,1.4594,184 (NEW),5838,2020,GEOGRAPHY,A,ORIENTAL MUSIC,A,SINHALA,A,054,C,new,20,January,2001,male
174937,COMMERCE,1.3938,157 (NEW),4988,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,050,A,new,7,October,2001,female
174996,ARTS,1.4778,176 (NEW),5497,2020,HISTORY OF SRI LANKA & INDIA,A,BUDDHIST CIVILIZATION,A,SINHALA,A,034,S,new,25,July,2001,female
175044,ARTS,1.602,111 (NEW),3636,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,034,S,new,8,October,2001,female
175157,COMMERCE,1.5169,115 (NEW),3570,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,F,new,21,January,2002,female
175815,ARTS,1.6942,77 (NEW),2530,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,SINHALA,A,048,B,new,11,September,2001,female
175852,COMMERCE,1.6061,88 (NEW),2743,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,B,new,8,December,2001,male
175890,ARTS,1.5596,131 (NEW),4178,2020,HISTORY OF SRI LANKA & INDIA,A,BUDDHIST CIVILIZATION,A,SINHALA,A,038,S,new,17,November,2001,female
175987,ARTS,1.5616,130 (NEW),4150,2020,POLITICAL SCIENCE,A,HISTORY OF SRI LANKA & INDIA,A,SINHALA,A,034,C,new,7,October,2001,female
176017,ARTS,1.5707,123 (NEW),4016,2020,GEOGRAPHY,A,HISTORY OF SRI LANKA & INDIA,A,SINHALA,A,032,F,new,4,August,2001,male
176230,COMMERCE,1.5315,111 (NEW),3426,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,050,B,new,10,April,2001,female
176260,COMMERCE,1.4809,128 (NEW),3956,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,C,new,22,October,2001,female
176377,ARTS,1.6399,91 (NEW),3166,2020,GEOGRAPHY,A,ISLAMIC CIVILIZATION,A,TAMIL,A,044,S,new,6,May,2001,female
176382,COMMERCE,1.5981,92 (NEW),2800,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,C,new,25,January,2002,female
176516,COMMERCE,1.5428,106 (NEW),3316,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,054,S,new,9,August,2001,female
176524,ARTS,1.5419,136 (NEW),4409,2020,ECONOMICS,A,POLITICAL SCIENCE,A,SINHALA,A,054,A,new,6,June,2001,female
176576,COMMERCE,1.6261,85 (NEW),2591,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,068,S,new,26,March,2001,female
176759,ARTS,1.6041,110 (NEW),3600,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,044,F,new,21,May,2001,female
176787,ARTS,1.6754,85 (NEW),2770,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,SINHALA,A,038,F,new,29,December,2001,male
176841,ARTS,1.6889,78 (NEW),2588,2020,GEOGRAPHY,A,HISTORY OF SRI LANKA & INDIA,A,SINHALA,A,052,B,new,30,July,2001,female
176984,COMMERCE,1.5054,120 (NEW),3688,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,F,new,5,February,2000,male
177086,COMMERCE,1.4996,123 (NEW),3767,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,S,new,9,November,2000,male
177136,ARTS,1.3001,294 (NEW),9160,2020,POLITICAL SCIENCE,A,DANCING(INDIGENOUS),A,SINHALA,A,028,F,new,19,April,2001,male
177182,ARTS,1.5282,142 (NEW),4654,2020,GEOGRAPHY,A,HISTORY OF SRI LANKA & INDIA,A,SINHALA,A,044,S,new,20,July,2001,female
177273,ARTS,1.4514,188 (NEW),5984,2020,HISTORY OF SRI LANKA & INDIA,A,ORIENTAL MUSIC,A,SINHALA,A,032,C,new,10,January,2002,female
177479,ARTS,1.6944,76 (NEW),2528,2020,POLITICAL SCIENCE,A,HISTORY OF SRI LANKA & INDIA,A,SINHALA,A,058,B,new,26,October,2001,female
177488,ARTS,1.5529,133 (NEW),4255,2020,ECONOMICS,A,GEOGRAPHY,A,SINHALA,A,058,B,new,10,May,2001,female
177501,COMMERCE,1.5328,110 (NEW),3414,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,062,C,new,20,July,2001,female
177587,COMMERCE,1.4694,134 (NEW),4066,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,B,new,8,September,2001,female
177643,COMMERCE,1.6113,87 (NEW),2694,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,050,C,new,1,May,2000,male
177719,ARTS,1.6226,99 (NEW),3373,2020,POLITICAL SCIENCE,A,HISTORY OF SRI LANKA & INDIA,A,SINHALA,A,034,C,new,1,February,2001,female
177883,COMMERCE,1.4229,149 (NEW),4623,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,068,A,new,12,February,2001,female
177904,COMMERCE,1.4775,130 (NEW),3981,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,B,new,4,September,2000,female
178135,COMMERCE,1.6272,84 (NEW),2580,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,F,new,8,March,2001,male
178332,COMMERCE,1.606,89 (NEW),2744,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,S,new,19,May,2001,female
178459,COMMERCE,1.5743,100 (NEW),3012,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,060,A,new,22,August,2001,female
178614,COMMERCE,1.6038,90 (NEW),2757,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,060,F,new,21,August,2001,female
178660,ARTS,1.619,102 (NEW),3428,2020,POLITICAL SCIENCE,A,CHRISTIANITY,A,SINHALA,A,040,C,new,30,November,2001,female
179094,ARTS,1.6801,84 (NEW),2706,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,046,F,new,28,September,2001,female
179291,COMMERCE,1.5064,118 (NEW),3676,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,046,C,new,6,December,2000,male
179483,COMMERCE,1.5134,117 (NEW),3607,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,042,A,new,18,May,2000,female
179507,ARTS,1.6108,106 (NEW),3522,2020,COMMUNICATION & MEDIA STUDIES,A,ORIENTAL MUSIC,A,SINHALA,A,Absent,A,new,16,May,1999,male
179762,ARTS,1.5171,149 (NEW),4818,2020,POLITICAL SCIENCE,A,CHRISTIANITY,A,SINHALA,A,042,C,new,13,February,2000,female
179770,COMMERCE,1.619,86 (NEW),2645,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,S,new,19,January,2002,female
179919,ARTS,1.6691,87 (NEW),2843,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,ISLAM,A,036,F,new,28,May,2001,female
179989,COMMERCE,1.4985,125 (NEW),3781,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,040,S,new,24,April,2001,male
180080,ARTS,1.4563,185 (NEW),5896,2020,POLITICAL SCIENCE,A,CHRISTIANITY,A,SINHALA,A,048,C,new,21,December,2001,female
180320,COMMERCE,1.5276,113 (NEW),3459,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,C,new,15,April,2001,male
180359,COMMERCE,1.6014,91 (NEW),2770,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,F,new,22,July,2001,female
180876,ARTS,1.5253,143 (NEW),4699,2020,GEOGRAPHY,A,ISLAM,A,TAMIL,A,038,C,new,5,May,2001,female
180917,ARTS,1.5848,116 (NEW),3839,2020,GEOGRAPHY,A,ISLAM,A,TAMIL,A,036,S,new,1,November,2001,female
181189,COMMERCE,1.5777,97 (NEW),2977,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,054,C,new,24,March,2001,female
181505,COMMERCE,1.5766,99 (NEW),2989,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,058,A,new,9,November,2001,female
181565,ARTS,1.523,144 (NEW),4736,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,030,F,new,27,May,2001,female
181644,ARTS,1.6859,80 (NEW),2624,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,038,S,new,31,December,2001,female
182055,ARTS,1.5153,150 (NEW),4856,2020,POLITICAL SCIENCE,A,ISLAMIC CIVILIZATION,A,TAMIL,A,040,F,new,4,May,2000,female
182258,COMMERCE,1.5254,114 (NEW),3487,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,S,new,6,July,2001,female
183014,COMMERCE,1.5311,97 (NEW),3434,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,050,C,new,3,April,2001,female
183067,COMMERCE,1.5413,91 (NEW),3329,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,058,C,new,23,March,2001,female
183129,COMMERCE,1.4137,143 (NEW),4728,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,B,new,15,December,2001,female
183138,COMMERCE,1.61,74 (NEW),2702,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,054,S,new,15,October,2001,female
183151,COMMERCE,1.4433,127 (NEW),4374,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,046,B,new,10,June,2001,female
183162,COMMERCE,1.5542,87 (NEW),3219,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,054,S,new,27,February,2001,female
183165,ARTS,1.6818,159 (NEW),2679,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,052,S,new,18,November,2001,male
183179,COMMERCE,1.4996,108 (NEW),3767,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,S,new,7,March,2001,female
183195,ARTS,1.6756,166 (NEW),2765,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,036,S,new,8,September,2001,female
183308,ARTS,1.4275,348 (NEW),6417,2020,GEOGRAPHY,A,DANCING(INDIGENOUS),A,CHINESE,A,038,S,new,19,March,2001,female
183324,ARTS,1.5881,208 (NEW),3806,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,038,F,new,17,October,2001,female
183699,COMMERCE,1.3397,175 (NEW),5648,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,S,new,13,February,2000,female
183712,COMMERCE,1.4097,145 (NEW),4765,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,054,C,new,13,September,2000,female
184033,COMMERCE,1.5246,100 (NEW),3500,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,F,new,15,November,2001,male
184094,COMMERCE,1.4178,139 (NEW),4679,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,S,new,25,December,2001,male
184124,COMMERCE,1.3636,166 (NEW),5346,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,046,F,new,25,July,2001,male
184196,COMMERCE,1.5878,80 (NEW),2887,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,064,F,new,12,January,2002,female
184515,ARTS,1.4219,354 (NEW),6525,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,028,F,new,28,December,2001,male
184609,ARTS,1.3665,414 (NEW),7625,2020,POLITICAL SCIENCE,A,HISTORY OF SRI LANKA & EUROPE,A,ISLAMIC CIVILIZATION,A,036,S,new,23,July,1999,female
184712,ARTS,1.636,186 (NEW),3211,2020,COMMUNICATION & MEDIA STUDIES,A,BUDDHIST CIVILIZATION,A,SINHALA,A,Absent,F,new,13,June,2000,female
184787,ARTS,1.6815,160 (NEW),2684,2020,POLITICAL SCIENCE,A,HISTORY OF SRI LANKA & INDIA,A,SINHALA,A,036,F,new,6,October,2001,female
184815,ARTS,1.2751,533 (NEW),9735,2020,HISTORY OF SRI LANKA & INDIA,A,ORIENTAL MUSIC,A,SINHALA,A,036,S,new,18,September,2001,female
185004,ARTS,1.6444,183 (NEW),3120,2020,HISTORY OF SRI LANKA & INDIA,A,BUDDHIST CIVILIZATION,A,SINHALA,A,050,C,new,17,July,1999,female
185817,COMMERCE,1.6244,69 (NEW),2606,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,A,new,19,March,2001,female
185873,COMMERCE,1.4473,124 (NEW),4321,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,062,S,new,14,December,2001,female
185926,COMMERCE,1.5419,90 (NEW),3325,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,058,A,new,16,September,2001,female
185982,COMMERCE,1.4546,120 (NEW),4227,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,050,C,new,9,April,2001,female
186181,ARTS,1.6409,185 (NEW),3157,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,048,F,new,5,February,2001,male
187027,COMMERCE,1.5083,106 (NEW),3659,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,062,S,new,30,May,2000,female
187048,COMMERCE,1.5899,79 (NEW),2867,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,S,new,7,July,2000,female
187090,COMMERCE,1.5251,99 (NEW),3491,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,060,S,new,22,October,2001,female
187214,ARTS,1.6681,172 (NEW),2849,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,SINHALA,A,050,C,new,19,November,2001,female
187929,COMMERCE,1.4052,148 (NEW),4828,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,046,F,new,15,June,2001,female
188270,COMMERCE,1.539,93 (NEW),3362,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,058,Absent,new,24,October,1998,male
188774,ARTS,1.5701,221 (NEW),4020,2020,GEOGRAPHY,A,ISLAMIC CIVILIZATION,A,TAMIL,A,040,F,new,11,January,2002,male
189002,COMMERCE,1.4018,150 (NEW),4883,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,062,S,new,1,February,2001,female
189061,COMMERCE,1.5368,94 (NEW),3383,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,060,C,new,8,May,2001,male
189162,ARTS,1.402,365 (NEW),6880,2020,GEOGRAPHY,A,DANCING(INDIGENOUS),A,SINHALA,A,048,F,new,12,July,2001,female
189167,ARTS,1.6945,150 (NEW),2527,2020,GEOGRAPHY,A,HISTORY OF SRI LANKA & INDIA,A,SINHALA,A,052,C,new,20,February,2001,female
189177,ARTS,1.6188,193 (NEW),3431,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,062,S,new,2,August,2001,female
189187,ARTS,1.6844,158 (NEW),2645,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,046,S,new,28,September,2001,female
189233,ARTS,1.615,196 (NEW),3475,2020,GEOGRAPHY,A,HISTORY OF SRI LANKA & INDIA,A,SINHALA,A,046,S,new,4,October,2001,female
189483,ARTS,1.5889,206 (NEW),3796,2020,POLITICAL SCIENCE,A,HISTORY OF SRI LANKA & INDIA,A,SINHALA,A,056,S,new,22,July,2000,female
189599,COMMERCE,1.6169,72 (NEW),2663,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,C,new,6,March,2000,female
189621,COMMERCE,1.5841,82 (NEW),2919,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,066,B,new,1,July,2000,female
189649,ARTS,1.616,194 (NEW),3460,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,034,S,new,23,January,2002,female
189727,ARTS,1.6892,154 (NEW),2585,2020,HISTORY OF SRI LANKA & INDIA,A,BUDDHIST CIVILIZATION,A,SINHALA,A,040,Absent,new,13,March,2000,female
189880,COMMERCE,1.5105,105 (NEW),3638,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,Absent,S,new,26,April,2000,female
189976,ARTS,1.6876,155 (NEW),2607,2020,GEOGRAPHY,A,HISTORY OF SRI LANKA & INDIA,A,SINHALA,A,048,F,new,26,April,2001,male
190618,ARTS,1.6707,170 (NEW),2820,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,058,S,new,5,September,2001,female
190754,ARTS,1.5158,266 (NEW),4845,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,036,S,new,22,October,2001,female
191096,COMMERCE,1.449,122 (NEW),4303,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,S,new,25,January,2001,female
191882,ARTS,1.6031,199 (NEW),3615,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,036,F,new,23,September,2001,female
191931,ARTS,1.6807,162 (NEW),2697,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,044,C,new,8,June,2001,female
192073,ARTS,1.5366,246 (NEW),4501,2020,GEOGRAPHY,A,POLITICAL SCIENCE,A,ISLAM,A,046,C,new,5,July,2001,male
192365,COMMERCE,1.6267,68 (NEW),2585,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,052,S,new,21,October,2001,female
192414,ARTS,1.4879,286 (NEW),5315,2020,POLITICAL SCIENCE,A,BUDDHISM,A,SINHALA,A,036,F,new,7,May,2001,female
192440,ARTS,1.479,297 (NEW),5469,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,034,F,new,12,July,2001,female
192444,ARTS,1.5622,228 (NEW),4140,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,050,S,new,17,February,2001,female
192459,COMMERCE,1.6032,77 (NEW),2761,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,056,C,new,14,September,2001,female
192475,ARTS,1.4146,361 (NEW),6657,2020,ECONOMICS,A,GEOGRAPHY,A,SINHALA,A,048,S,new,12,November,2001,female
192606,COMMERCE,1.4546,120 (NEW),4227,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,058,S,new,26,September,2000,female
192926,ARTS,1.6535,179 (NEW),3009,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,046,S,new,13,January,1998,female
193152,COMMERCE,1.5229,101 (NEW),3518,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,054,F,new,4,September,2001,male
193210,COMMERCE,1.5655,84 (NEW),3092,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,040,F,new,2,June,2000,male
193725,ARTS,1.5884,207 (NEW),3802,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,042,F,new,6,June,2000,male
193729,COMMERCE,1.4672,116 (NEW),4099,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,050,Absent,new,6,March,2000,female
193744,ARTS,1.5239,257 (NEW),4727,2020,POLITICAL SCIENCE,A,DANCING(INDIGENOUS),A,SINHALA,A,034,S,new,23,July,2001,female
193827,ARTS,1.62,192 (NEW),3411,2020,GEOGRAPHY,A,BUDDHIST CIVILIZATION,A,SINHALA,A,044,F,new,23,November,2001,female
194000,ARTS,1.6489,181 (NEW),3057,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,040,S,new,24,January,2002,female
194217,ARTS,1.4394,334 (NEW),6211,2020,HISTORY OF SRI LANKA & EUROPE,A,ISLAMIC CIVILIZATION,A,ARABIC,A,042,F,new,11,November,2001,female
194663,ARTS,1.6201,191 (NEW),3410,2020,HISTORY OF SRI LANKA & INDIA,A,BUDDHIST CIVILIZATION,A,SINHALA,A,042,F,new,13,December,2000,female
194766,ARTS,1.6915,152 (NEW),2556,2020,HISTORY OF SRI LANKA & INDIA,A,BUDDHIST CIVILIZATION,A,SINHALA,A,048,F,new,13,April,2001,female
194797,ARTS,1.6729,168 (NEW),2800,2020,HISTORY OF SRI LANKA & INDIA,A,BUDDHIST CIVILIZATION,A,SINHALA,A,038,F,new,8,April,2000,female
195073,ARTS,1.5744,215 (NEW),3971,2020,COMMUNICATION & MEDIA STUDIES,A,BUDDHIST CIVILIZATION,A,SINHALA,A,062,S,new,3,February,2000,female
195404,ARTS,1.6019,200 (NEW),3637,2020,GEOGRAPHY,A,HISTORY OF SRI LANKA & EUROPE,A,TAMIL,A,042,F,new,16,September,2001,female
195572,COMMERCE,1.5868,81 (NEW),2894,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,058,F,new,5,January,2002,female
195624,ARTS,1.5733,217 (NEW),3982,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,038,F,new,10,February,2000,male
195653,ARTS,1.5663,224 (NEW),4071,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,046,S,new,11,May,2001,female
195748,ARTS,1.6438,184 (NEW),3127,2020,POLITICAL SCIENCE,A,BUDDHIST CIVILIZATION,A,SINHALA,A,054,S,new,7,March,2001,female
196012,COMMERCE,1.461,118 (NEW),4167,2020,ECONOMICS,A,BUSINESS STUDIES,A,ACCOUNTING,A,048,C,new,12,May,2001,female
